,roi_id,5HT1a,5HT1b,5HT2a,5HT4,5HT6,5HTT,A4B2,CB1,D1,D2,DAT,GABAa-bz,H3,M1,MU,NAT,NMDA,VAChT,mGluR5,vox_id,pls_x_score_0
564,324.0,0.79041725,0.7366636,0.46804142,0.509786,0.6517294,0.08054182,0.31549627,0.19739151,0.08036619,0.15128809,0.18540566,-0.22616126,0.1021024,0.7447363,-0.3411141,1.1864879,0.75446767,-0.0024323065,0.55234987,564,1.2752086512550866
565,375.0,0.96635604,0.85325843,0.37648776,0.41876265,0.8469214,0.080621295,0.47787112,0.6548331,0.2599228,0.29518837,0.13958772,1.161564,0.6696156,1.1072242,-0.02381102,1.0795462,1.5010782,-0.15261103,0.9402229,565,1.6682733492526678
566,375.0,1.1844891,0.93837595,-0.749128,-0.7343805,1.0051335,-0.13599363,0.60124797,0.9890902,0.33349794,0.35350576,0.12447776,1.0590115,0.8711001,1.1793058,0.3034687,1.1612219,1.1916953,-0.16009545,1.141487,566,1.5313575816548284
567,225.0,1.2343558,0.92740774,0.15598153,0.05191099,1.054326,0.043526486,0.66204566,1.0481362,0.36506444,0.31867737,0.087921254,1.27411,0.763536,1.0623082,0.631176,1.1315451,0.3226968,-0.14335436,1.2761583,567,0.8266662734900815
571,348.0,0.32985666,0.57784176,0.5219835,0.40302128,-0.46583095,-0.20322272,0.045099873,0.8303626,-0.03533742,-0.03504131,-0.5432903,1.5158861,0.02230152,0.7598389,0.72749877,-0.0045895427,0.09585484,-0.29298598,0.65146106,571,-4.529499984973143
575,330.0,1.6614162,0.8334664,-0.802584,-0.77619314,1.0686798,-0.062133998,0.68913335,0.6554192,1.1789508,0.8870168,0.39109775,-1.3832165,0.015918491,1.5521641,0.61960536,0.8252626,0.61215526,-0.12395363,1.3721132,575,2.346803181433928
578,348.0,1.2422831,0.92107904,0.81530225,0.636876,0.80487424,0.15888387,0.7658807,0.7861603,0.6258778,0.2225801,0.04746494,-0.11678881,0.10064702,0.51790655,0.93735886,0.9406369,0.6735011,-0.10328656,1.312826,578,-0.33145755916724157
579,348.0,1.0540699,0.9312282,-0.7227884,-0.71493685,0.6943211,-0.29184434,0.77262515,0.5784296,0.46252438,0.17056401,-0.0207739,-1.300622,-0.1304541,0.28717658,0.9932128,0.8099545,0.6215029,-0.13022,1.0443336,579,-1.6896393630288409
580,348.0,0.8500012,0.69465876,0.7727649,0.8692496,0.6749583,0.18555693,0.7278254,0.52184874,0.5180957,0.17313737,-0.0675665,0.20003848,-0.13281551,0.24458675,0.9422096,0.6290576,0.5402258,-0.19235666,0.8991465,580,-3.0816737224322366
581,348.0,0.6750853,0.5208063,0.5459335,0.6334314,0.6148432,0.06589955,0.88314986,0.63605857,0.47236624,0.18113506,-0.1918591,1.684463,-0.021866702,0.46753427,0.895627,0.39029014,0.4909217,-0.23190057,0.9027903,581,-3.694248342391251
586,330.0,1.4266609,0.5557404,-0.22695467,-0.1924516,1.0402517,0.015518904,0.42636096,0.6896634,1.1027352,0.85698706,0.38963532,-1.0968491,-0.18104936,1.5959833,0.50317484,0.7072352,0.38411507,-0.05174521,1.2126791,586,1.9217879882340265
587,325.0,0.27564305,-0.06683853,0.5432022,0.5838827,0.7095691,0.0441139,-0.049726162,-0.030231511,-0.05874228,0.32968816,0.29410052,1.2023375,-0.36250615,0.22241972,-0.45395678,1.1482315,-0.06587422,-0.11117309,0.16704743,587,0.5288723629560695
588,324.0,1.2890809,1.0219263,-0.79841423,-0.7718788,0.9701611,-0.04621914,0.285622,1.1131104,0.5632248,0.324708,0.09474502,1.2064209,0.847354,1.4769729,0.17593285,1.0312065,-1.1952018,-0.15358125,1.1707102,588,2.3815598248206062
590,347.0,1.2059703,0.944347,1.3798734,1.1929454,0.8299612,0.31777894,0.39868885,0.942233,0.6594845,0.24023122,0.057213563,0.32444742,0.113426104,0.73496425,0.8251188,1.0130417,0.951117,-0.047957342,1.4049312,590,-0.39620687778148983
591,348.0,1.0960084,0.9384906,-0.6400617,-0.635144,0.6480499,-0.20563112,0.53186697,0.67348564,0.5434209,0.18348414,0.03576702,-1.2317158,-0.22076564,0.31651786,0.96200395,0.9848062,0.6083863,-0.05908905,1.2403936,591,-1.6822290953421015
593,348.0,0.80345947,0.6938633,1.1331868,1.2698456,0.5585148,0.32386762,0.7669481,0.5923337,0.47380668,0.19887838,-0.07585269,0.60948884,-0.113983996,0.27442026,0.90423447,0.81510377,-0.095402494,-0.1474818,0.91633564,593,-3.6501559968968667
597,316.0,0.16465864,0.34174186,0.88717085,0.67435247,-0.5587399,-0.05514151,0.14933228,0.5945797,-0.2334979,-0.10106396,-0.53841615,0.07792512,0.00478525,0.8726986,0.5958841,0.53739136,0.29115275,-0.4296048,0.53107506,597,-4.810268340086283
598,316.0,-0.42529875,-0.12989049,-0.4420076,-0.43301615,-1.5802953,-0.73294675,-1.1258309,0.1656782,-0.71815693,-0.44753164,-0.68318063,-1.0502211,-0.49487874,0.36439806,0.22568192,-0.19289765,0.29389438,-0.63623416,0.07284985,598,-7.1056751846203765
605,347.0,1.26581,0.98548126,1.1433498,1.0330373,0.8369385,0.3440722,0.33972424,1.0744417,0.4257967,0.27315894,0.08060971,1.510159,0.5381751,1.1826835,0.68114275,0.8618325,0.13458817,-0.14986573,1.4139977,605,-0.23688589397271662
607,347.0,0.81854707,0.9223898,1.2613766,1.4134656,0.45549086,0.42245507,0.57944584,0.53327715,0.27900675,0.17650184,-0.049044512,0.7129174,-0.23488107,0.33438623,0.8671856,0.9599666,0.59860706,-0.10674107,1.0317491,607,-2.8070495725204063
619,324.0,0.9090735,0.7553142,1.0906718,1.1708587,0.617373,0.406553,0.12018958,0.510995,0.52541727,0.19033912,0.13666347,0.19124755,1.000849,1.1280109,-0.3952049,0.55575347,1.4466878,-0.019869164,0.742884,619,2.0894613416664005
622,347.0,0.9701918,0.6705936,0.7293344,0.66326636,0.46586192,0.1477978,0.34007257,0.5225272,0.42807728,0.12563951,0.040641177,-0.13999188,0.07898245,0.42922917,0.7378447,0.84269357,0.34271103,-0.12236055,1.2122073,622,-2.5127051346068385
623,347.0,0.82979894,0.7599119,-0.80171275,-0.7754199,0.3635335,-0.27686352,0.46033528,0.36136398,0.42771718,0.1392736,0.0138329975,-1.3507812,-0.18225814,0.2853628,0.7892202,0.94546044,0.28625464,-0.06545753,1.0349431,623,-2.5268582038063525
625,316.0,0.6589748,0.9007343,0.3652672,0.45579693,0.27713805,0.10572239,0.6293208,0.63678473,0.3024115,0.1524101,-0.10266087,1.5870647,0.15075581,0.75164145,0.8058131,1.4400321,0.07322536,-0.15476991,0.97349316,625,-3.9038709169286196
626,316.0,0.50247115,0.81218445,-0.23974605,-0.2996706,0.1581908,-0.13294183,0.6211481,0.7692116,0.3525819,0.14077188,-0.22939055,1.4936264,0.3867437,0.9192469,0.73364484,1.4580019,0.5659406,-0.13603683,0.8125307,626,-3.565493029682095
633,324.0,0.964566,0.6061889,1.0423206,1.0946993,0.5542754,0.37414414,-0.16245382,0.5788584,0.45472273,0.18739186,0.10839285,0.28256583,0.9414221,1.1924565,-0.21799463,0.64192384,0.10681496,-0.08784398,0.8843147,633,1.4563538483289247
635,300.0,0.99013835,0.6950606,1.1071588,1.0451837,0.4709507,0.36130702,0.38906798,0.87719315,0.3807875,0.12736993,0.10351869,1.528968,0.59500873,0.9162317,0.44353312,0.789566,0.8799115,-0.052916627,1.1666261,635,-1.6553296046908457
640,251.0,-0.6876725,-0.121703714,-0.089321606,-0.017724069,-1.5458683,-0.48034406,-1.0402384,-0.16382286,-0.84742343,-0.54058015,-0.558888,-0.7448208,-0.3032118,0.05000789,-0.4175914,0.50072765,-1.7562997,-0.3486669,-0.26899078,640,-5.886286545700659
647,325.0,1.3578707,0.054406635,-0.08646284,-0.073729,1.1329479,0.13739033,-0.11753351,0.9069253,0.47968784,0.7111492,0.32042152,-1.0232074,0.0044205054,0.65040827,0.2220129,1.0309933,0.52785546,-0.10322366,0.76165015,647,0.1971539496068129
648,300.0,0.6443983,0.4248753,1.2406024,1.1695192,0.2631881,0.29847318,0.29369327,0.58830184,0.019633833,-0.014579665,0.10010666,1.0178683,0.106583096,0.42387336,0.32612947,0.56234294,0.5272948,-0.1193057,0.94216174,648,-2.3917155485770785
653,252.0,-0.42478734,0.446351,0.084640734,0.08111859,-1.2514561,-0.15614808,-0.6998108,0.077319294,-0.6342599,-0.48964322,-0.4969855,-0.57994694,0.20202307,0.31929293,-0.32162523,0.9475485,-0.36322895,-0.26454675,0.008171658,653,-3.984204723553201
654,252.0,-0.8587525,-0.35645092,0.102864765,0.17651123,-1.9773268,-0.45143962,-1.8574522,-0.40764558,-1.3356832,-0.7187482,-0.5696113,-0.51654065,-0.36853746,-0.2577446,-0.80440307,0.0077584833,-1.0311724,-0.45827162,-0.6172752,654,-5.9556042714775606
663,325.0,0.95638275,-0.3933031,-0.83118343,-0.80486405,0.98090506,-0.05311358,-0.14894488,0.7705876,0.0023502957,0.7672763,0.15323554,-1.3985959,-0.067356445,0.58623487,0.10741146,0.27086347,0.6954013,-0.009376456,0.3397267,663,-2.2754945009345033
675,300.0,0.39378786,0.8578048,0.7364509,0.7201727,0.43482164,0.15399338,0.45639732,0.61637306,-0.01961426,0.03342939,-0.0032268655,1.2264376,0.4448881,0.39448157,0.19114947,0.74436,0.47105876,0.064712025,1.0683643,675,-0.7884597604136304
678,253.0,-0.00872299,1.1392207,-0.4744917,-0.4460382,-0.06329429,-0.22092016,0.47163957,-0.31928286,-0.36756536,-0.29710224,0.009933487,-1.0890669,-0.11103325,-0.34705597,-0.2765197,1.0054471,0.22610174,0.06407362,0.3165946,678,-2.3653215069439986
680,208.0,-0.29308903,0.7553556,-0.017543426,-0.034636322,-0.86721075,-0.13448739,0.7413144,0.59731364,-1.0298607,-0.41644752,-0.44873047,-0.7311818,0.29948038,0.5171231,-0.2462095,1.6015007,-0.5313301,-0.17916775,0.09995941,680,-2.6811712312707177
688,325.0,0.9136767,-0.8954417,-0.8458507,-0.8214162,0.17256835,-0.25705564,-0.59978986,0.62174,0.12621555,0.9323267,-0.028085444,-1.4053202,-0.056652185,0.80516666,0.22254899,0.08729537,0.37777728,-0.09689513,0.47917843,688,-4.264366467769731
689,325.0,0.5234406,-0.8659597,0.118373066,0.11831765,0.229661,0.009527557,-0.55164653,0.5580179,0.022154337,0.88462394,-0.052456547,-0.9712622,-0.05234083,0.7982975,0.10445369,0.3075675,0.4563765,0.0005536278,0.33354637,689,-4.7102062612539335
714,256.0,-0.29053184,1.0400763,1.439888,1.468752,-0.21718572,0.31581017,1.1652446,0.22295655,-0.70903516,-0.27250364,-0.2547366,1.1297063,0.58817565,0.075186566,0.13350196,0.87466294,0.23555541,-0.14387734,0.124019824,714,-2.7073571568494006
716,208.0,-0.41711566,0.62940466,0.88285094,0.86246866,-0.9027834,0.05785194,0.8325641,0.3670396,-1.2192594,-0.39588988,-0.43654507,-0.2514479,0.37152055,0.36129263,0.016874805,1.2331177,0.07083685,-0.20813815,-0.21892093,716,-2.9860347325159338
722,325.0,-0.67079467,-2.0445826,-0.76954275,-0.7464127,-1.362588,-0.8352578,-1.9703984,0.06423946,-0.46790582,0.5305773,-0.25229952,-1.3773844,-0.4504828,0.3061433,-0.36732647,-1.3248079,-0.77554125,-0.47491765,-0.35893548,722,-8.899247932051278
723,325.0,-0.62374145,-1.9758375,-0.075836375,-0.0710892,-1.102955,-0.64774877,-1.433773,0.21412867,-0.49251083,0.53030014,-0.2644849,-1.0840378,-0.12613781,0.48906267,-0.3286307,-1.1213766,-0.22879961,-0.3934796,-0.17318605,723,-8.145190449445394
724,375.0,-0.57592076,-1.8043454,1.1028715,1.0641698,-0.7762717,-0.33928388,-0.98198617,0.381019,-0.7071147,0.3775968,-0.27959517,-0.49052325,0.3343678,0.51296204,-0.3889894,-0.79929096,-0.6029132,-0.49356434,-0.07123265,724,-6.701990467927088
728,299.0,-0.077001534,0.85025525,0.16447023,0.1654707,0.19690287,-0.26915509,0.70025885,0.5147114,-0.14888063,-0.13381097,-0.14701639,-0.9183941,0.39444062,0.50991124,0.4711222,1.3823531,0.49691582,-0.11054564,0.51560426,728,-0.11244153232253601
747,278.0,-0.26956224,0.29063123,-0.47631532,-0.43859857,-0.2304471,-0.5721056,1.0163579,0.8457123,-0.4243369,-0.2847848,-0.32590032,-1.2546979,0.6311571,1.0908495,0.26488918,0.26682848,-1.4257138,-0.43597397,0.3948785,747,-0.3638740141120282
748,278.0,-0.30740967,0.37675813,0.6958088,0.7507434,-0.335921,-0.13784719,1.1657542,0.9101357,-0.6360602,-0.32181397,-0.35953224,-0.7532973,0.664414,1.0556128,0.24260896,0.23176329,-1.3465766,-0.50433946,0.22799861,748,-0.5027491242351458
749,256.0,-0.3639249,0.22434168,1.3392284,1.373279,-0.577532,0.087049246,1.013025,0.868472,-0.9771699,-0.38328156,-0.4521425,-0.44891998,0.6189754,1.035392,0.13447843,-0.024701,-1.2931523,-0.6076116,-0.0661372,749,-0.8498443728467923
762,223.0,-0.4242759,-0.60154694,-0.8558425,-0.83191353,-1.0359886,-0.8602441,-1.6239555,-0.31425047,-0.7463628,-0.09846179,-0.27374607,-1.4125876,-0.39834815,0.6691585,-0.34215558,-0.294841,-1.2691461,-0.4709091,0.69789344,762,-4.652189776438339
772,357.0,0.09868155,0.025301844,-0.3277053,-0.33865562,0.28245828,-0.7427975,0.07281189,0.26011583,-0.08262709,0.3679167,-0.17090002,-1.3055389,-0.2620689,0.9798989,0.14199218,0.5254241,0.77933246,-0.41602936,0.9721915,772,-3.526106398566499
774,340.0,0.04318902,-0.070203096,1.0690048,0.9581368,-0.20120645,-0.4278126,-0.49912962,0.29948777,-0.17120518,0.21151069,-0.20891896,-0.81483704,-0.1577457,1.1909112,0.113227725,0.49869752,-0.45495644,-0.4773934,1.207459,774,-3.688762488067472
775,340.0,0.014292348,-0.022877306,0.8214417,0.736107,-0.49245304,-0.46580315,-0.72535807,0.31089237,-0.23529832,0.15985231,-0.25229952,-0.70897996,0.040787145,1.1987679,0.15414391,0.32632634,-0.9245823,-0.5453786,1.1687235,775,-3.476463603201695
787,357.0,0.86329883,0.44990408,-0.74178416,-0.7241439,0.938348,-0.3065369,0.46517107,0.31343287,0.15658179,0.5781015,0.00018516803,-1.3867793,-0.40381393,0.92753965,0.34359097,0.43206096,0.5807353,-0.4247446,0.97260743,787,-3.154098580269465
819,339.0,1.4008328,0.97195935,0.20157959,0.15772949,1.1714206,0.08990129,0.66852325,0.68254507,0.62479746,0.49777538,0.13812558,1.2133962,-0.106301,1.2637047,0.52622056,0.68634063,0.7366518,-0.35869107,1.1402615,819,-1.8603644243982986
820,339.0,1.3302526,0.99639314,0.3805505,0.32375017,1.2156104,0.062481426,0.9147973,0.8217177,0.6141152,0.52305627,0.07329848,1.3255421,0.19349335,1.109827,0.616887,0.88869715,0.898208,-0.389196,1.2916037,820,-1.2660760928568016
821,339.0,1.3003328,0.98502356,0.16110267,0.12479052,1.1108371,-0.018880814,1.0144417,0.9182193,0.46864548,0.56179893,0.041128654,1.3794891,0.27159134,1.058023,0.700372,1.011984,0.7334408,-0.38780293,1.3310645,821,-1.237999020370945
822,350.0,1.2277071,0.9643928,0.37413582,0.332581,1.0163586,-0.03194244,1.1305827,0.9624274,0.2269161,0.55831695,-0.014924787,1.427632,0.19353873,1.0949714,0.7507597,1.041788,0.74108434,-0.36668766,1.2687863,822,-1.166838210548583
823,350.0,1.0591842,1.0101773,0.7132389,0.68277025,1.0125625,-0.004313497,1.1682181,0.9948011,0.1474599,0.51517063,-0.04806956,1.420365,0.11385957,1.1868341,0.80607426,1.0321608,0.85907483,-0.37514463,1.2556773,823,-0.5106043199081417
825,349.0,0.483036,0.9944459,-0.3452275,-0.3246935,0.9001845,-0.49181995,1.2309836,1.0612866,0.2785267,0.4515829,-0.20891896,1.5032142,0.059705347,1.218835,0.79122937,0.9320159,0.8327228,-0.37238276,1.2391162,825,0.3535935021546299
829,349.0,-1.132634,-0.7901548,0.7531847,0.75084364,-1.3211831,-0.35149732,-1.1688317,0.5604412,-0.5803688,-0.23644352,-0.68902975,0.035117686,-0.3319377,0.7028624,0.16053417,-0.20494911,-0.49820796,-0.565888,0.5319099,829,-1.2452783567204257
832,339.0,1.4248705,0.8417623,-0.6446273,-0.6318068,1.1083823,-0.08045913,0.696907,0.53642374,0.74818265,0.45482802,0.18296827,1.2999734,-0.22293434,1.1769322,0.5072539,0.92121327,0.99207807,-0.33893713,1.1009434,832,-1.5472847092177713
838,349.0,0.48277998,1.0902467,0.5943843,0.5788196,0.7475241,-0.1613234,1.3302189,0.9082327,0.16354316,0.3633694,-0.39755118,0.6647808,0.016671788,1.0352796,0.8453485,0.8546738,0.7600475,-0.40818658,1.0323781,838,0.8543856134033023
844,228.0,1.1942067,0.55214036,1.3588934,1.320867,0.9394671,0.28129268,1.0500138,0.31209782,0.49805158,0.34047055,0.16785832,0.7429105,-0.43027362,0.6659582,0.6234182,0.72751975,0.50371087,-0.28838435,1.1403327,844,-1.769578851742902
848,349.0,0.9873255,0.69078887,0.741463,0.7227119,0.97910905,0.02531701,1.2677778,0.6445463,0.39327005,0.3753453,-0.051481593,0.190363,-0.23258929,0.40869915,0.9438352,0.62049985,0.59838635,-0.29788575,1.1210412,848,0.7002566302479319
851,349.0,-0.349093,0.35370448,1.1491413,1.1003966,0.10109506,-0.30891633,0.5706122,0.8526525,0.013392553,0.164789,-0.59154534,0.32856175,-0.054899435,1.0416952,0.71324176,0.36529788,0.44316897,-0.36075556,0.8884847,851,0.2374935045306857
852,349.0,-0.66977197,-0.2345544,1.3749247,1.3720142,-0.793634,-0.23881441,-0.6989878,0.658843,-0.28990948,-0.14195728,-0.7567814,1.4727752,-0.3619896,0.73143667,0.39641884,0.018821761,-0.28187263,-0.36374375,0.54398435,852,-0.4437709216622086
854,339.0,1.391115,0.74888974,0.1105399,0.13630427,0.9169471,0.13069534,0.40923578,0.0042262175,0.81155556,0.55583334,0.35405347,1.245537,-0.6808913,1.0724081,0.42594713,0.6619384,1.0232996,-0.22690122,1.1019622,854,0.1117933616885397
855,339.0,1.2463748,0.62140834,0.29668927,0.31645244,0.8894194,0.12996307,0.41591626,-0.006063455,0.82799906,0.37272498,0.31359747,1.3265321,-0.7339551,0.8894289,0.45904106,0.73102313,0.5928461,-0.26313773,1.1949534,855,-0.10701248568534501
856,339.0,1.1750278,0.39705563,-0.43794712,-0.41392285,0.8007143,-0.081171274,0.55809253,-0.05615676,0.70317346,0.21432215,0.28873888,1.2536502,-0.8133038,0.48363367,0.4451405,0.89765465,0.27713826,-0.2588375,1.0621506,856,-0.3712575092710118
858,228.0,0.9911612,0.62707984,0.7617629,0.7366568,0.8233976,0.0054322854,0.7274746,0.3655273,0.63247895,0.3098275,0.03576702,1.0418098,-0.31539527,0.3341316,0.79506004,0.40070802,0.7047693,-0.25757226,0.8099769,858,-1.0849024252530797
860,225.0,0.8630431,0.803823,0.9550876,0.9047975,0.95571643,0.051032975,1.2219472,0.48625323,0.48988983,0.3117431,-0.167488,0.114333466,-0.12396146,0.3781528,0.8836497,0.3000556,0.50338715,-0.2524065,0.86018306,860,0.057172959727643885
867,330.0,1.3026346,0.6354988,0.6701944,0.7196949,0.8921573,0.2387108,0.37661734,-0.12175318,0.8793695,0.57437,0.40279567,1.3241808,-0.70319414,0.78410006,0.42945027,0.8025178,0.5783374,-0.16318762,1.1911896,867,0.6121082552196518
871,228.0,0.704238,0.3946245,0.8621912,0.8959158,0.56268966,0.04483607,0.26685914,-0.12387534,0.42915758,0.1624556,0.25705653,1.1390581,-0.44342014,0.22278516,0.18266071,0.49932015,-0.3614803,-0.22254938,0.32049438,871,-1.370432669301087
874,348.0,-0.12968086,0.53381723,-0.13405295,-0.09642944,-0.035844002,-0.64130956,0.35086557,0.75672543,0.0687238,0.09740542,-0.71145093,-0.7391234,-0.17709917,0.8649136,0.64903855,0.46233803,0.6114984,-0.26677552,0.61083573,874,-1.5265209693275348
875,349.0,-0.8794664,-0.6367547,-0.16652858,-0.17094259,-0.98142284,-0.6727751,-1.1003585,0.48957038,-0.39325058,-0.2463068,-0.7884638,-0.794527,-0.53872937,0.49238202,0.3012128,-0.08152223,-0.7955321,-0.4208733,0.14057258,875,-2.774652270305012
877,330.0,1.4374009,0.77174205,1.2818999,1.3499596,0.7987379,0.3269059,0.79588544,0.008651596,0.84312207,0.7822337,0.47590896,-0.31306648,-0.3131264,0.9349752,0.5619664,1.2148459,1.2339151,-0.108474754,0.9762523,877,1.3077791750284022
880,339.0,0.54031825,0.13850938,0.47667846,0.52545834,0.6106876,0.0109689385,0.09499646,-0.43753025,0.47308648,0.19078451,0.36233968,0.8652258,-0.8997263,0.011263656,-0.0130374655,0.7892978,0.5931581,-0.29482523,0.47729775,880,-0.6677333458973969
881,339.0,0.4536276,0.2650499,0.93617314,0.99474674,0.4497828,0.051622294,-0.04775178,-0.4355558,0.08768767,0.036608882,0.33650643,0.84580487,-0.7049756,-0.058734868,-0.16290778,0.59559083,-0.21139798,-0.23299795,0.13404989,881,-1.0873621652283532
884,348.0,0.59657794,0.7057209,0.88038236,0.8168575,0.7603568,-0.07562899,0.67225176,0.16304147,0.11013229,0.19887574,-0.09096265,0.097193666,-0.5525196,0.23098768,0.67986906,-0.10671407,0.10485805,-0.22795476,0.3323311,884,-2.9409789557766803
885,348.0,0.634425,0.73005176,-0.46970573,-0.4674916,0.7354233,-0.4287268,0.9324728,0.22841966,0.049999956,0.23123923,-0.17431206,-1.0628139,-0.55138135,0.3180188,0.7301712,0.040294528,-0.22709548,-0.28443202,0.32032457,885,-2.8828723839359793
888,348.0,0.1367842,0.6488547,1.0496708,1.2503153,0.07663897,-0.09758723,0.5575356,0.7802303,0.051440258,0.13379306,-0.695366,1.0276208,-0.18302806,0.8556225,0.65846735,-0.04628913,0.56202793,-0.25864938,0.5351041,888,-2.6770393842765117
889,348.0,-0.56185603,-0.16151972,0.50845736,0.68613666,-0.75999117,-0.41282052,-0.49483085,0.5832466,-0.29939145,-0.16407104,-0.7743285,0.4667675,-0.49055886,0.551765,0.3693144,-0.31464776,0.0042824075,-0.33295485,0.1443257,889,-3.6645186817489646
891,330.0,1.454279,0.80097365,-0.8132598,-0.78674024,0.6902202,-0.2027478,0.7171263,-0.13385627,0.9759893,0.8352194,0.5056417,-1.3894799,-0.32646427,1.071591,0.57427716,1.304615,1.1187454,-0.11307321,0.9709878,891,1.6290969152291896
893,329.0,1.2082717,0.42527187,1.1135532,1.1743488,0.8098916,0.26164848,0.49472028,-0.20197126,0.95474494,0.6389156,0.44958827,1.101841,-0.3282332,0.5756799,0.3131554,1.354272,0.86783504,-0.11430877,0.931684,893,0.9644054957068456
894,329.0,0.6226617,0.16080105,-0.09289746,-0.057823088,0.66923785,-0.09889702,0.18623203,-0.4514801,0.6155556,0.33856428,0.41936806,1.3648379,-0.71859086,0.070449784,-0.07384996,1.2935737,0.54521596,-0.19388266,0.4564006,894,0.2749385481045063
898,225.0,0.89935625,0.9073248,1.4831554,1.2823875,0.8550714,0.24342409,0.45976833,0.49185356,0.21743411,0.27523538,0.18686779,1.3458008,0.18950182,0.7698449,0.56582123,0.2754706,0.70097286,-0.13679485,1.0087882,898,-0.7634190489474039
899,305.0,0.7699592,0.7145001,0.709438,0.59296584,0.7706021,-0.044331025,0.5235712,0.24083531,0.2940098,0.21275035,0.1093678,-0.15499683,-0.24349749,0.43376133,0.70041,-0.03185159,0.37369445,-0.1692667,0.968817,899,-2.167961347442371
900,305.0,0.5963222,0.5473968,-0.52081656,-0.4849102,0.6941997,-0.37557194,0.4850213,-0.018573439,0.09320886,0.12079826,0.060625598,-1.0582522,-0.5813767,0.07740807,0.7715899,-0.15350862,0.2320864,-0.19896968,0.7920086,900,-2.797489467903736
