,ext_pet_vox_pls_0,domain
81,-2.1921308526342353,face
82,-2.426597104396549,face
83,-2.292882108482383,face
84,-1.4349999086523963,face
85,-2.3023134130329277,face
86,-1.8468744740816023,face
87,-2.2850882261938845,face
88,-2.6155836847067735,face
89,-2.7197117150085415,face
90,-1.7785136098340781,face
91,-3.2308866914709182,face
92,-1.8682601396180152,face
93,-2.5423920312542925,face
94,-0.6449078226934597,face
95,-0.8915116161711066,face
96,-0.9113005536645307,face
97,-1.598710941961679,face
98,-2.1853805928552688,face
99,-1.1682014882629768,face
100,-0.3113686914103691,face
101,0.20786504756902252,face
102,-2.022832463770935,face
103,-2.017913772013277,face
104,-0.6626011737877533,face
105,0.20785922916045788,face
106,0.8788564752694998,face
107,1.3153636622487648,face
108,-0.9035263001043607,face
109,1.2647723143171534,face
110,-2.8968290492787157,face
111,-2.0899241898842886,face
112,-0.3019667189328277,face
113,0.5502278155466916,face
114,-0.4507556673572759,face
115,-0.003468258311436917,face
116,-0.5809262874056276,face
117,-5.3432840017580645,face
118,-2.762967873352818,face
119,-3.3842146257671195,face
120,-0.9970366598402806,face
121,-0.20514002613272847,face
122,-1.177890820152663,face
123,-0.7429052786552442,face
124,-1.0350882257788576,face
125,-0.5791901417902209,face
126,3.1752034381128325,face
127,5.148176596764137,face
128,-1.9334241354393968,face
129,-1.0548450212838558,face
130,-0.9663857885499576,face
131,-1.4726348169815835,face
132,-1.3802473351665723,face
133,-1.6084514004557926,face
134,-1.215753749763998,face
135,-3.240735895096013,face
136,-3.127686625018756,face
137,-3.417717997117958,face
138,-4.386998383272346,face
139,-2.7024299599710475,face
140,-1.5711397546134893,face
141,-2.023739488825339,face
142,-1.714963976605573,face
143,-1.1642574980674532,face
144,-0.9125128542796674,face
145,-1.3787603667027677,face
146,-1.592799118380897,face
147,-3.873915979200735,face
148,-2.5454611654324326,face
149,-3.113662449762726,face
150,-1.8629651825742617,face
151,-0.5619549404926487,face
152,-1.8546203712847094,face
153,-5.35472578825916,face
154,-3.7492703012224315,face
155,-3.3546268563689736,face
156,-3.094375431576087,face
157,-2.5607824378964206,face
158,-1.7840488834637431,face
159,-1.923553718241487,face
160,-1.7032562843690566,face
161,-0.8517890627156506,face
162,-1.8527723765473763,face
163,-2.0260581197025687,face
164,-5.707350260123963,face
165,-4.465953852891006,face
166,-4.967934095951504,face
167,-4.481331866882864,face
168,-2.9704444602846607,face
169,-1.3763766990573194,face
170,-1.306562715801261,face
171,-1.0811463564648427,face
172,-7.590156699106164,face
173,-8.072788443662489,face
174,-6.909231412184352,face
175,-1.966193434023272,face
176,-1.3493453324248963,face
177,-0.0943410197569876,face
178,-0.16491570725306973,face
179,-0.400248819311096,face
180,-0.621848702912176,face
181,0.5953117201046777,face
182,0.33173442840759465,face
183,-1.1055264350044265,face
184,-7.024504770655968,verbal semantics
185,-5.768056913720197,verbal semantics
186,-4.766486748775903,verbal semantics
187,-2.2918626980554673,verbal semantics
188,-1.4832710393833215,verbal semantics
189,-0.7687638871618883,verbal semantics
190,-0.5406915928020246,verbal semantics
