energy_density,domain
-2.983339786529541,face
-1.7128181457519531,face
-0.8081888556480408,face
-1.2917813062667847,face
-0.5984368324279785,face
-0.44260936975479126,face
5.721184253692627,face
-0.3978016674518585,face
-1.3286042213439941,face
-2.425678014755249,face
-0.12465900927782059,face
-0.152371346950531,face
-1.1625920534133911,face
-1.113401174545288,face
-0.2002427577972412,face
-7.038824558258057,face
-0.5635120868682861,face
-1.7383731603622437,face
-0.26685455441474915,face
-2.2896835803985596,face
-2.2469029426574707,face
-0.6856532692909241,face
-0.32945939898490906,face
-1.0704567432403564,face
-0.8012281060218811,face
-1.3830517530441284,face
-0.20254874229431152,face
-0.5700346827507019,face
-2.0321085453033447,face
-3.0294201374053955,face
-4.466831684112549,face
-0.393479585647583,face
-1.7932064533233643,face
-3.2927305698394775,face
-1.2908222675323486,face
-2.358206033706665,face
-1.1493138074874878,face
-0.17578500509262085,face
3.2761783599853516,face
-2.12190842628479,face
-4.198755741119385,face
-5.066298484802246,face
-0.41768521070480347,face
-2.697664976119995,face
-1.7355819940567017,face
-0.6215968132019043,face
-4.635321617126465,face
-0.26622435450553894,face
-1.3308578729629517,verbal semantics
-2.0971009731292725,verbal semantics
-1.835707664489746,verbal semantics
-2.489809989929199,verbal semantics
-1.6033917665481567,verbal semantics
-1.256309986114502,verbal semantics
-0.7861106395721436,verbal semantics
-0.4855356812477112,verbal semantics
-1.3254083395004272,verbal semantics
-1.2372325658798218,verbal semantics
-2.1704611778259277,verbal semantics
-3.2698378562927246,verbal semantics
-1.0763095617294312,verbal semantics
-1.8498141765594482,verbal semantics
-0.5773106217384338,verbal semantics
-0.660589337348938,verbal semantics
-1.3382431268692017,verbal semantics
-0.9709740281105042,verbal semantics
-2.185873031616211,verbal semantics
-3.754739284515381,verbal semantics
-3.5766007900238037,verbal semantics
-2.7210631370544434,verbal semantics
-5.531033039093018,verbal semantics
-5.081671237945557,verbal semantics
-2.248677968978882,verbal semantics
0.1594248116016388,verbal semantics
0.8033536076545715,verbal semantics
0.6176548004150391,verbal semantics
1.702226161956787,verbal semantics
-0.6348422169685364,verbal semantics
-1.0711684226989746,verbal semantics
-2.0026206970214844,verbal semantics
-2.1583251953125,verbal semantics
-3.322248697280884,verbal semantics
-0.8908323049545288,verbal semantics
-5.397819519042969,verbal semantics
-5.756780624389648,verbal semantics
-4.487783908843994,verbal semantics
-2.802300453186035,verbal semantics
0.701033353805542,verbal semantics
0.7209653258323669,verbal semantics
1.5093810558319092,verbal semantics
0.10132374614477158,verbal semantics
0.5011783242225647,verbal semantics
0.20057065784931183,verbal semantics
0.8020111322402954,verbal semantics
2.5303094387054443,verbal semantics
1.5081663131713867,verbal semantics
0.6816738247871399,verbal semantics
0.42045798897743225,verbal semantics
2.618041515350342,verbal semantics
0.545965850353241,verbal semantics
0.3729574680328369,verbal semantics
1.604904055595398,verbal semantics
0.09091435372829437,verbal semantics
-0.6108304858207703,verbal semantics
-0.12996642291545868,verbal semantics
-1.043718934059143,verbal semantics
-2.8792734146118164,verbal semantics
-2.7055225372314453,verbal semantics
-1.280959129333496,verbal semantics
-4.188540935516357,verbal semantics
-2.999786853790283,verbal semantics
-2.495739221572876,verbal semantics
-3.491652727127075,verbal semantics
-5.301945209503174,verbal semantics
-6.746405601501465,verbal semantics
-6.286906719207764,verbal semantics
-3.6860740184783936,verbal semantics
-7.550863742828369,verbal semantics
-3.030561923980713,verbal semantics
2.2158968448638916,verbal semantics
1.5015286207199097,verbal semantics
1.2594490051269531,verbal semantics
0.7572410106658936,verbal semantics
1.0579545497894287,verbal semantics
0.23454707860946655,verbal semantics
1.1274259090423584,verbal semantics
0.5280020833015442,verbal semantics
2.162105083465576,verbal semantics
1.3804391622543335,verbal semantics
3.3425498008728027,verbal semantics
1.1662105321884155,verbal semantics
0.5132384300231934,verbal semantics
4.502023696899414,verbal semantics
0.7077729105949402,verbal semantics
3.581549644470215,verbal semantics
2.9483723640441895,verbal semantics
2.396068572998047,verbal semantics
0.4719286262989044,verbal semantics
2.251326084136963,verbal semantics
-0.1968611180782318,verbal semantics
-0.5867122411727905,verbal semantics
-0.09689349681138992,verbal semantics
-0.7207390069961548,verbal semantics
-1.6468684673309326,verbal semantics
-0.8596982359886169,verbal semantics
-1.7651036977767944,verbal semantics
-0.0836242213845253,verbal semantics
-1.2446918487548828,verbal semantics
-1.452235460281372,verbal semantics
-2.5505948066711426,verbal semantics
-1.1881461143493652,verbal semantics
-1.723238468170166,verbal semantics
-2.2981505393981934,verbal semantics
-1.0875416994094849,verbal semantics
-2.0974667072296143,verbal semantics
-1.4283878803253174,verbal semantics
-3.827500820159912,verbal semantics
-5.000636577606201,verbal semantics
-3.0443637371063232,verbal semantics
-0.29526445269584656,verbal semantics
-6.863078594207764,verbal semantics
-8.268462181091309,verbal semantics
-7.741580963134766,verbal semantics
-2.983571767807007,verbal semantics
-5.7402801513671875,verbal semantics
-2.9040331840515137,verbal semantics
3.0769314765930176,verbal semantics
2.5712950229644775,verbal semantics
1.4199373722076416,verbal semantics
0.54801344871521,verbal semantics
2.874281167984009,verbal semantics
0.7176179885864258,verbal semantics
0.5549876689910889,verbal semantics
0.4600725769996643,verbal semantics
1.3172184228897095,verbal semantics
1.5762684345245361,verbal semantics
1.725724220275879,verbal semantics
0.5693191289901733,verbal semantics
0.9738785028457642,verbal semantics
0.6610303521156311,verbal semantics
0.30961382389068604,verbal semantics
3.339850425720215,verbal semantics
2.7794950008392334,verbal semantics
4.910421848297119,verbal semantics
3.1316258907318115,verbal semantics
1.3795579671859741,verbal semantics
5.20361328125,verbal semantics
5.824633598327637,verbal semantics
-0.19034162163734436,verbal semantics
-0.08695302903652191,verbal semantics
-1.9459295272827148,verbal semantics
-2.471290349960327,verbal semantics
-2.2136712074279785,verbal semantics
-1.5976712703704834,verbal semantics
-1.4903324842453003,verbal semantics
-1.552721381187439,verbal semantics
-2.0454471111297607,verbal semantics
-0.08862753957509995,verbal semantics
-3.3463692665100098,verbal semantics
-4.723507881164551,verbal semantics
-6.2951154708862305,verbal semantics
-2.993574857711792,verbal semantics
3.5683071613311768,verbal semantics
3.5599000453948975,verbal semantics
0.7635766267776489,verbal semantics
1.9636917114257812,verbal semantics
1.7944004535675049,verbal semantics
1.4429672956466675,verbal semantics
-0.37643253803253174,verbal semantics
3.5518577098846436,verbal semantics
3.471411943435669,verbal semantics
5.296424865722656,verbal semantics
0.6891769170761108,verbal semantics
5.315262794494629,verbal semantics
0.2945956885814667,verbal semantics
2.098616361618042,verbal semantics
-0.15797564387321472,verbal semantics
-1.8421201705932617,verbal semantics
-2.3345088958740234,verbal semantics
-3.8586513996124268,verbal semantics
-0.5112800598144531,verbal semantics
-3.255222797393799,verbal semantics
1.0147311687469482,verbal semantics
3.8469197750091553,verbal semantics
3.1272621154785156,verbal semantics
1.7021881341934204,verbal semantics
4.087099075317383,verbal semantics
6.006097316741943,verbal semantics
2.0152781009674072,verbal semantics
0.09404709935188293,verbal semantics
0.12822289764881134,verbal semantics
1.3993523120880127,verbal semantics
2.1344971656799316,verbal semantics
1.0493525266647339,verbal semantics
1.4004582166671753,verbal semantics
-0.49937283992767334,verbal semantics
-0.0516890287399292,verbal semantics
-0.1967066526412964,verbal semantics
-0.6102637648582458,verbal semantics
0.0610693134367466,verbal semantics
-0.3970273733139038,verbal semantics
-1.3566198348999023,verbal semantics
-0.25026068091392517,verbal semantics
-0.02544999308884144,verbal semantics
-1.1512222290039062,verbal semantics
-2.644028425216675,verbal semantics
1.745348334312439,verbal semantics
-0.19759944081306458,verbal semantics
4.10891580581665,verbal semantics
5.108902454376221,verbal semantics
2.4876909255981445,verbal semantics
1.1994595527648926,verbal semantics
4.601620197296143,verbal semantics
2.060945749282837,verbal semantics
1.3193868398666382,verbal semantics
0.42105481028556824,verbal semantics
0.7020330429077148,verbal semantics
-5.374502182006836,verbal semantics
2.0458996295928955,verbal semantics
4.182674884796143,verbal semantics
3.7578744888305664,verbal semantics
1.559769630432129,verbal semantics
3.0891096591949463,verbal semantics
1.413081407546997,verbal semantics
1.4932578802108765,verbal semantics
1.4887402057647705,verbal semantics
2.8674097061157227,verbal semantics
1.5947558879852295,verbal semantics
2.0192008018493652,verbal semantics
2.1719367504119873,verbal semantics
0.8433398008346558,verbal semantics
0.8885446786880493,verbal semantics
2.3928709030151367,verbal semantics
1.8817427158355713,verbal semantics
5.4878668785095215,verbal semantics
1.5593699216842651,verbal semantics
2.0794897079467773,verbal semantics
0.7191959619522095,verbal semantics
2.981900930404663,verbal semantics
4.2755818367004395,verbal semantics
3.742417335510254,verbal semantics
0.6730430722236633,verbal semantics
1.1168574094772339,verbal semantics
6.654887676239014,verbal semantics
-4.612563133239746,verbal semantics
2.8598198890686035,verbal semantics
1.352916955947876,verbal semantics
0.4184744358062744,verbal semantics
3.7652509212493896,verbal semantics
3.4526469707489014,verbal semantics
3.1143407821655273,verbal semantics
4.327879428863525,verbal semantics
3.4825830459594727,verbal semantics
3.27815580368042,verbal semantics
3.255995512008667,verbal semantics
0.1487756222486496,verbal semantics
4.922227382659912,verbal semantics
3.063405990600586,verbal semantics
1.443278431892395,verbal semantics
2.945563316345215,verbal semantics
0.32440584897994995,verbal semantics
1.2438042163848877,verbal semantics
5.819217681884766,verbal semantics
2.7334654331207275,verbal semantics
5.185623645782471,verbal semantics
2.0233445167541504,verbal semantics
2.707446813583374,verbal semantics
5.0474443435668945,verbal semantics
1.9011361598968506,verbal semantics
3.789788007736206,verbal semantics
4.072134017944336,verbal semantics
1.3371981382369995,verbal semantics
4.641045570373535,verbal semantics
4.420039176940918,verbal semantics
3.720167636871338,verbal semantics
0.533403217792511,verbal semantics
0.6557761430740356,verbal semantics
3.062265634536743,verbal semantics
3.719261884689331,verbal semantics
4.365030288696289,verbal semantics
0.1765710562467575,verbal semantics
1.5459606647491455,verbal semantics
2.2126128673553467,verbal semantics
4.446221351623535,verbal semantics
3.203561305999756,verbal semantics
3.7334721088409424,verbal semantics
0.47989654541015625,verbal semantics
-0.29950493574142456,verbal semantics
-0.7131216526031494,verbal semantics
1.66062331199646,verbal semantics
1.1119552850723267,verbal semantics
1.8499302864074707,verbal semantics
5.2606282234191895,verbal semantics
1.9498571157455444,verbal semantics
5.86589241027832,verbal semantics
1.646437644958496,verbal semantics
2.5589401721954346,verbal semantics
1.9239096641540527,verbal semantics
4.030168533325195,verbal semantics
4.627026081085205,verbal semantics
4.9338059425354,verbal semantics
2.3861477375030518,verbal semantics
0.05224441736936569,verbal semantics
5.1607279777526855,verbal semantics
5.88580322265625,verbal semantics
3.6125600337982178,verbal semantics
6.435049057006836,verbal semantics
5.556626319885254,verbal semantics
5.20817232131958,verbal semantics
3.927178382873535,verbal semantics
6.680276870727539,verbal semantics
2.949586868286133,verbal semantics
0.7063086032867432,verbal semantics
-0.4362820088863373,verbal semantics
4.764033794403076,verbal semantics
1.1583715677261353,verbal semantics
2.501666307449341,verbal semantics
5.947113513946533,verbal semantics
2.79827880859375,verbal semantics
0.7627962827682495,verbal semantics
-1.5787241458892822,verbal semantics
3.370046854019165,verbal semantics
5.664895057678223,verbal semantics
6.994990348815918,verbal semantics
3.70509934425354,verbal semantics
2.5021305084228516,verbal semantics
4.738493919372559,verbal semantics
3.1866557598114014,verbal semantics
3.1839962005615234,verbal semantics
1.6165127754211426,verbal semantics
1.5231761932373047,verbal semantics
3.5518741607666016,verbal semantics
2.987598180770874,verbal semantics
3.2761783599853516,verbal semantics
1.0775188207626343,verbal semantics
0.5227778553962708,verbal semantics
0.8863186836242676,verbal semantics
2.1457302570343018,verbal semantics
1.261895775794983,verbal semantics
3.5830512046813965,verbal semantics
0.526558518409729,verbal semantics
3.622053861618042,verbal semantics
3.561269760131836,verbal semantics
0.28510478138923645,verbal semantics
4.12880802154541,verbal semantics
2.2845025062561035,verbal semantics
1.8137496709823608,verbal semantics
0.3504723012447357,verbal semantics
1.8417682647705078,verbal semantics
2.9694786071777344,verbal semantics
2.476548910140991,verbal semantics
0.7232828736305237,verbal semantics
3.6900055408477783,verbal semantics
0.9316237568855286,verbal semantics
3.9403414726257324,verbal semantics
0.5158683657646179,verbal semantics
5.781208038330078,verbal semantics
0.7765754461288452,verbal semantics
0.3352583646774292,verbal semantics
0.18944311141967773,verbal semantics
1.319098711013794,verbal semantics
0.024870488792657852,verbal semantics
1.6054497957229614,verbal semantics
-0.36305683851242065,verbal semantics
-1.5687236785888672,verbal semantics
1.227068543434143,verbal semantics
-0.3549598455429077,verbal semantics
-1.8319917917251587,verbal semantics
-2.869673728942871,verbal semantics
-3.9472837448120117,verbal semantics
1.7892929315567017,verbal semantics
-1.3704496622085571,verbal semantics
-4.6941752433776855,verbal semantics
-2.495333194732666,verbal semantics
0.5784299373626709,verbal semantics
2.310734272003174,verbal semantics
3.855929136276245,verbal semantics
5.398594856262207,verbal semantics
-1.4803450107574463,verbal semantics
-2.905317544937134,verbal semantics
-2.142256498336792,verbal semantics
0.05261702090501785,verbal semantics
3.671717882156372,verbal semantics
4.524251937866211,verbal semantics
1.5030444860458374,verbal semantics
2.8353371620178223,verbal semantics
5.487971305847168,verbal semantics
4.745809555053711,verbal semantics
1.7467082738876343,verbal semantics
-3.568877935409546,verbal semantics
-3.336610794067383,verbal semantics
-0.9104127287864685,verbal semantics
1.6793018579483032,verbal semantics
4.033265590667725,verbal semantics
3.714722156524658,verbal semantics
4.677816867828369,verbal semantics
3.731231451034546,verbal semantics
1.1960067749023438,verbal semantics
1.279997706413269,verbal semantics
3.329509973526001,verbal semantics
-2.1117119789123535,verbal semantics
1.9418667554855347,verbal semantics
3.2016258239746094,verbal semantics
1.7007213830947876,verbal semantics
0.4191492199897766,verbal semantics
4.5745158195495605,verbal semantics
1.335766315460205,verbal semantics
1.8264923095703125,verbal semantics
3.0447146892547607,verbal semantics
3.402766227722168,verbal semantics
2.909290313720703,verbal semantics
1.5092525482177734,verbal semantics
3.789142370223999,verbal semantics
0.8345960378646851,verbal semantics
1.5971776247024536,verbal semantics
2.909226417541504,verbal semantics
2.637014627456665,verbal semantics
1.9275785684585571,verbal semantics
0.9856866002082825,verbal semantics
1.471785545349121,verbal semantics
1.8336701393127441,verbal semantics
0.999488890171051,verbal semantics
1.49551260471344,verbal semantics
2.331266403198242,verbal semantics
2.2586348056793213,verbal semantics
0.46800655126571655,verbal semantics
1.5260721445083618,verbal semantics
2.0104587078094482,verbal semantics
2.851459264755249,verbal semantics
0.07123181223869324,verbal semantics
0.17751266062259674,verbal semantics
0.5020232200622559,verbal semantics
1.3559463024139404,verbal semantics
2.477652072906494,verbal semantics
1.037522554397583,verbal semantics
2.1917033195495605,verbal semantics
3.2123539447784424,verbal semantics
1.3696913719177246,verbal semantics
3.6991915702819824,verbal semantics
3.643139123916626,verbal semantics
4.8994855880737305,verbal semantics
0.36805471777915955,verbal semantics
1.6307834386825562,verbal semantics
1.7707704305648804,verbal semantics
1.6243672370910645,verbal semantics
1.0221998691558838,verbal semantics
-1.1192044019699097,verbal semantics
-0.386654257774353,verbal semantics
-1.5376150608062744,verbal semantics
-1.6184138059616089,verbal semantics
-0.7866702675819397,verbal semantics
-0.04660700634121895,verbal semantics
-0.5742629170417786,verbal semantics
-2.215834379196167,verbal semantics
-0.5997573137283325,verbal semantics
-2.728431463241577,verbal semantics
-1.264288067817688,verbal semantics
-0.3062879145145416,verbal semantics
-2.1129915714263916,verbal semantics
-2.6176435947418213,verbal semantics
-1.1080307960510254,verbal semantics
-1.636182188987732,verbal semantics
1.1295101642608643,verbal semantics
1.910292387008667,verbal semantics
2.8555383682250977,verbal semantics
1.378187894821167,verbal semantics
-1.4415576457977295,verbal semantics
-0.6889873743057251,verbal semantics
-3.620227575302124,verbal semantics
-3.8046035766601562,verbal semantics
1.5281803607940674,verbal semantics
0.37106582522392273,verbal semantics
1.1266759634017944,verbal semantics
1.1393581628799438,verbal semantics
0.3162674009799957,verbal semantics
-5.131622791290283,verbal semantics
-5.765782356262207,verbal semantics
-2.8138465881347656,verbal semantics
2.6131386756896973,verbal semantics
2.037677049636841,verbal semantics
1.6909946203231812,verbal semantics
3.994981050491333,verbal semantics
1.5724372863769531,verbal semantics
2.221485137939453,verbal semantics
-5.649440288543701,verbal semantics
-4.979011535644531,verbal semantics
-0.7820174098014832,verbal semantics
2.423966407775879,verbal semantics
3.859119415283203,verbal semantics
4.650915622711182,verbal semantics
5.272639751434326,verbal semantics
4.575613975524902,verbal semantics
2.488332509994507,verbal semantics
3.5091488361358643,verbal semantics
1.3542064428329468,verbal semantics
1.8229362964630127,verbal semantics
2.948198080062866,verbal semantics
2.2378244400024414,verbal semantics
0.07266532629728317,verbal semantics
2.879108428955078,verbal semantics
0.9055426120758057,verbal semantics
1.0132813453674316,verbal semantics
1.488472580909729,verbal semantics
3.331958532333374,verbal semantics
1.7671345472335815,verbal semantics
1.4361480474472046,verbal semantics
0.9038681983947754,verbal semantics
2.2246079444885254,verbal semantics
1.127281665802002,verbal semantics
3.3009116649627686,verbal semantics
0.23769673705101013,verbal semantics
2.051988124847412,verbal semantics
1.2279132604599,verbal semantics
0.6267144083976746,verbal semantics
2.0757999420166016,verbal semantics
2.424295425415039,verbal semantics
1.296251893043518,verbal semantics
0.8933207392692566,verbal semantics
1.904201865196228,verbal semantics
1.0181523561477661,verbal semantics
0.8232189416885376,verbal semantics
0.07393328100442886,verbal semantics
-1.011377215385437,verbal semantics
-0.7954847812652588,verbal semantics
0.14576582610607147,verbal semantics
0.5319185256958008,verbal semantics
0.5506350994110107,verbal semantics
0.07244976609945297,verbal semantics
0.11383451521396637,verbal semantics
0.17069880664348602,verbal semantics
0.2595597505569458,verbal semantics
0.4996045231819153,verbal semantics
0.4078007936477661,verbal semantics
0.339803546667099,verbal semantics
2.3358378410339355,verbal semantics
2.3637936115264893,verbal semantics
0.623860776424408,verbal semantics
1.6172072887420654,verbal semantics
3.345466136932373,verbal semantics
2.3607585430145264,verbal semantics
2.1452386379241943,verbal semantics
2.795119524002075,verbal semantics
0.5184486508369446,verbal semantics
2.197063684463501,verbal semantics
1.58134126663208,verbal semantics
-0.4110400378704071,verbal semantics
0.839244544506073,verbal semantics
0.7061566710472107,verbal semantics
-0.818317711353302,verbal semantics
-1.099297285079956,verbal semantics
-1.2112176418304443,verbal semantics
-0.6194038987159729,verbal semantics
-1.2394520044326782,verbal semantics
-2.9871771335601807,verbal semantics
-2.483682632446289,verbal semantics
-2.1067442893981934,verbal semantics
-2.386382579803467,verbal semantics
-2.2098939418792725,verbal semantics
-3.5664732456207275,verbal semantics
-5.399275779724121,verbal semantics
-3.8270275592803955,verbal semantics
-2.047572374343872,verbal semantics
1.8882713317871094,verbal semantics
2.6508564949035645,verbal semantics
0.609636664390564,verbal semantics
0.07139910757541656,verbal semantics
-0.9768844842910767,verbal semantics
-3.544468641281128,verbal semantics
-5.3220534324646,verbal semantics
-5.781638145446777,verbal semantics
-5.313450336456299,verbal semantics
-4.934042453765869,verbal semantics
-2.403027057647705,verbal semantics
1.7962183952331543,verbal semantics
3.085388660430908,verbal semantics
2.5069916248321533,verbal semantics
-5.21047830581665,verbal semantics
-3.8479089736938477,verbal semantics
2.4951701164245605,verbal semantics
2.793369770050049,verbal semantics
3.7918894290924072,verbal semantics
3.104565143585205,verbal semantics
2.3634440898895264,verbal semantics
4.290604591369629,verbal semantics
4.2108154296875,verbal semantics
3.7427268028259277,verbal semantics
4.350340843200684,verbal semantics
1.3741010427474976,verbal semantics
1.0690099000930786,verbal semantics
0.4399610757827759,verbal semantics
2.3431074619293213,verbal semantics
1.2035166025161743,verbal semantics
0.295367032289505,verbal semantics
0.2572338879108429,verbal semantics
0.9229133725166321,verbal semantics
0.20331107079982758,verbal semantics
0.21791909635066986,verbal semantics
0.28511330485343933,verbal semantics
-0.6964476704597473,verbal semantics
0.4538938105106354,verbal semantics
0.3913319706916809,verbal semantics
0.6845064163208008,verbal semantics
1.108646035194397,verbal semantics
0.22446434199810028,verbal semantics
0.6444120407104492,verbal semantics
0.6951121687889099,verbal semantics
0.938487708568573,verbal semantics
0.03353125602006912,verbal semantics
0.6828200221061707,verbal semantics
0.5112457275390625,verbal semantics
-0.47060084342956543,verbal semantics
1.2517880201339722,verbal semantics
0.9662668704986572,verbal semantics
1.4793710708618164,verbal semantics
1.7287912368774414,verbal semantics
0.7139555215835571,verbal semantics
0.48104923963546753,verbal semantics
0.10787834972143173,verbal semantics
1.6933685541152954,verbal semantics
0.9992750287055969,verbal semantics
0.6437230110168457,verbal semantics
0.02798645943403244,verbal semantics
0.15054845809936523,verbal semantics
0.07793375849723816,verbal semantics
-1.157738447189331,verbal semantics
-1.7524408102035522,verbal semantics
-0.618317186832428,verbal semantics
-1.0372512340545654,verbal semantics
-2.93292236328125,verbal semantics
-2.7288880348205566,verbal semantics
-3.1734044551849365,verbal semantics
-1.4843409061431885,verbal semantics
-0.923386812210083,verbal semantics
-0.9313002824783325,verbal semantics
-3.9820075035095215,verbal semantics
-4.360654830932617,verbal semantics
-4.798338890075684,verbal semantics
-4.9302239418029785,verbal semantics
-2.452150583267212,verbal semantics
-5.06987190246582,verbal semantics
-1.5479305982589722,verbal semantics
0.01276327483355999,verbal semantics
1.918932557106018,verbal semantics
1.6396417617797852,verbal semantics
1.9500420093536377,verbal semantics
0.5072934031486511,verbal semantics
2.3431708812713623,verbal semantics
1.9965929985046387,verbal semantics
0.08523736894130707,verbal semantics
0.8800653219223022,verbal semantics
-1.2610872983932495,verbal semantics
-0.11153057962656021,verbal semantics
-0.26622435450553894,verbal semantics
-1.3335093259811401,verbal semantics
-0.8517983555793762,verbal semantics
-0.24397064745426178,verbal semantics
-1.0833381414413452,verbal semantics
1.7150923013687134,verbal semantics
-0.37272870540618896,verbal semantics
0.5278804302215576,verbal semantics
0.6999468803405762,verbal semantics
0.870385468006134,verbal semantics
0.38266053795814514,verbal semantics
0.0972328931093216,verbal semantics
1.008723497390747,verbal semantics
0.02422162890434265,verbal semantics
1.6122757196426392,verbal semantics
0.8393840789794922,verbal semantics
-1.072960615158081,verbal semantics
-1.8158936500549316,verbal semantics
0.1271284967660904,verbal semantics
0.4125128388404846,verbal semantics
1.2234385013580322,verbal semantics
-0.7420094013214111,verbal semantics
-1.4344199895858765,verbal semantics
-1.5594658851623535,verbal semantics
-0.6249459981918335,verbal semantics
-0.10376090556383133,verbal semantics
-1.9958748817443848,verbal semantics
-1.716049075126648,verbal semantics
-2.194833278656006,verbal semantics
-1.760183572769165,verbal semantics
-3.562753200531006,verbal semantics
-4.702723979949951,verbal semantics
-3.937727928161621,verbal semantics
-2.9233906269073486,verbal semantics
-5.7560625076293945,verbal semantics
-4.764902591705322,verbal semantics
-5.876887798309326,verbal semantics
-6.994569301605225,verbal semantics
-1.3915225267410278,verbal semantics
-1.0898345708847046,verbal semantics
-2.4474706649780273,verbal semantics
-0.6732649803161621,verbal semantics
-1.903276801109314,verbal semantics
-1.2278680801391602,verbal semantics
-2.31701397895813,verbal semantics
-2.2904560565948486,verbal semantics
-1.093211054801941,verbal semantics
-0.09552265703678131,verbal semantics
-0.5477221608161926,verbal semantics
-2.473092794418335,verbal semantics
-2.129817247390747,verbal semantics
-1.617964506149292,verbal semantics
0.06764743477106094,verbal semantics
-0.07835645228624344,verbal semantics
-0.5872995257377625,verbal semantics
-1.4606411457061768,verbal semantics
-0.18978096544742584,verbal semantics
-1.0124155282974243,verbal semantics
-0.3986533284187317,verbal semantics
0.5220209360122681,verbal semantics
-0.49925175309181213,verbal semantics
0.6112866401672363,verbal semantics
0.18176817893981934,verbal semantics
0.20754647254943848,verbal semantics
-0.14699551463127136,verbal semantics
-0.007670368533581495,verbal semantics
-0.06083246320486069,verbal semantics
-0.8950566649436951,verbal semantics
-1.8738911151885986,verbal semantics
-0.7554593682289124,verbal semantics
-0.6058663129806519,verbal semantics
-1.5110479593276978,verbal semantics
-2.4995980262756348,verbal semantics
-2.349515676498413,verbal semantics
-3.197467565536499,verbal semantics
-2.4616565704345703,verbal semantics
-2.9246737957000732,verbal semantics
-0.8693117499351501,verbal semantics
-1.0761654376983643,verbal semantics
-0.9315983057022095,verbal semantics
-2.10965895652771,verbal semantics
-3.4271256923675537,verbal semantics
-1.0174957513809204,verbal semantics
-0.6171531677246094,verbal semantics
-2.458991050720215,verbal semantics
-2.761521339416504,verbal semantics
-3.075082540512085,verbal semantics
-1.4101020097732544,verbal semantics
-0.757719874382019,verbal semantics
-0.6684667468070984,verbal semantics
-2.09214186668396,verbal semantics
-2.881263256072998,verbal semantics
-2.416020631790161,verbal semantics
-0.4895575940608978,verbal semantics
-0.09108847379684448,verbal semantics
-2.0599124431610107,verbal semantics
-1.955654263496399,verbal semantics
-1.0537794828414917,verbal semantics
-0.9367092251777649,verbal semantics
-0.31874340772628784,verbal semantics
-0.4300716519355774,verbal semantics
-0.20842832326889038,verbal semantics
-0.5421060919761658,verbal semantics
-2.4145116806030273,verbal semantics
-0.24391824007034302,verbal semantics
-0.36442115902900696,verbal semantics
-0.4705527722835541,verbal semantics
-1.5597983598709106,verbal semantics
-0.11692904680967331,verbal semantics
-1.0354764461517334,verbal semantics
-2.0828654766082764,verbal semantics
-1.3556045293807983,verbal semantics
1.4840776920318604,cued attention
1.0765050649642944,cued attention
1.9632513523101807,cued attention
1.3566677570343018,cued attention
